id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
14783,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Arrow Men Check Purple Shirts
22543,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Lotto Men Sprint  Black Sports Shoes
38961,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Printed Grey T-shirt
45633,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Park Avenue Men Navy Blue Swank Brief
43722,Women,Accessories,Jewellery,Bangle,Gold,Fall,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles
59085,Women,Apparel,Innerwear,Briefs,Black,Summer,2017.0,Casual,Peri Peri Women Black Brief
9685,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,ADIDAS Men Cress 3s3 4 Pan White Capris
3489,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,ADIDAS Men's Jawpaw Blue Shoe
22136,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Provouge Men Black Formal Shoes
23096,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Converse Men Red Flip Flops
57629,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,General,Lotus Herbals Sunscreen Face Wash
3743,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Gizmo Orange Kidswear
7011,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Classic Polo Men's Tall Dark Blue Grey T-shirt
51896,Women,Accessories,Wallets,Wallets,Cream,Summer,2016.0,Casual,Nyk Women Cream Wallet
52633,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Mod-acc Women Grey Handbag
52338,Women,Accessories,Bags,Clutches,Black,Winter,2016.0,Casual,ToniQ Women Black Clutch
32507,Men,Footwear,Sandal,Sandals,Black,Winter,2015.0,Casual,Franco Leone Men Black Sandals
34059,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Grey Shorts
19133,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Lotto Men Hermes Grey Sandals
43082,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Casual,Nike Women Grey Track Pants
56545,Women,Personal Care,Eyes,Mascara,Blue,Spring,2017.0,Casual,Streetwear Blue Mascara 02
39017,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A625 
54320,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017.0,Casual,Garfield Women Pink String Briefs
39261,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Shoes
33471,Women,Accessories,Belts,Belts,Purple,Summer,2012.0,Casual,Baggit Women Charmy Taj Purple Belt
57362,Women,Apparel,Innerwear,Bra,Purple,Winter,2015.0,Casual,Amante Purple Full-Coverage Bra BGTC01
53428,Women,Apparel,Topwear,Kurtas,Beige,Fall,2012.0,Ethnic,Alma Women Beige Printed Kurta
55578,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Touch & Glow Ivory Matte Compact 04
50217,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Stoln Women Black Belt
3709,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple Black Stripe T-shirt
2126,Men,Apparel,Topwear,Shirts,White,Spring,2011.0,Casual,Basics MenNavy Slim Fit Checked Shirt
28358,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses
49510,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Shoes
43349,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Premier Zigfly Nano Sports Shoes
16758,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Spice Art Women Double Handle Shimmer Handbags
21351,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Van Heusen Women Black Oversized Sunglasses VH163-C1
48064,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men White Check Shirt
29963,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Cat Men Sheet Sunglasses
27005,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeggings
5800,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Chat Black T-shirt
43814,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Ethnic,Royal Diadem White Earrings
22164,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
11764,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,Lee Women Printed Pink Tshirts
30475,Women,Apparel,Innerwear,Bra,Black,Summer,2015.0,Casual,Lovable Women Encircle Black Bra
5958,Men,Apparel,Topwear,Shirts,Brown,Summer,2011.0,Casual,Highlander Men Brown Checked Shirts
9336,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Women Heroes Graphic White T-shirt
58023,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings
44117,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Hugo Men Just Different 100 ml Perfume
42594,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Blue Slim Fit Jeans
43578,Girls,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Gini and Jony Girls Woven Peach Top
54579,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta
41958,Boys,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Surfs Up Grey T-shirt
31733,Men,Apparel,Topwear,Blazers,Black,Summer,2012.0,Formal,Reid & Taylor Men Charcoal Grey Blazer
48657,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings
20604,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Umbrella Dum Brown Handbag
29238,Men,Footwear,Shoes,Sports Shoes,White,Fall,2013.0,Sports,ADIDAS Men 22YDS Trainer White Sports Shoes
14917,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr. Men Men Mr.Happy Navy Blue Tshirts
4825,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,ADIDAS Men's Woven Lead White Track Pant
10363,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Tops
34566,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Tonga Women Printed Blue Dress
36358,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Tie
19316,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Nike Unisex Hayward 25M Grey Backpack
23264,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Maxima Ssteele Men Brown Dial Watch
9682,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,ADIDAS Men Ess F Logo Green T-Shirts
28279,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Women Brown Sunglasses
17233,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue  Polo Tshirt
10441,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Flying Machine Men FS Purple Shirts
22459,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011.0,Casual,Myntra Women Purple Leggings
26504,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2012.0,Casual,Arrow Sport Men Dark Navy Blue Trousers
7009,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Classic Polo Men's Red Polo With Stripe T-shirt
27004,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Light Blue Jeggings
37303,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Casio Enticer Women Silver Analogue Watches (A535) LTP-2069D-6AVDF
54937,Women,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Do u speak green Women Beige T-shirt
4707,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex Seoul Black Purple Watch
50651,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2016.0,Casual,Chromozome Men Black Lounge Shorts
49792,Men,Accessories,Headwear,Caps,Green,Winter,2015.0,Casual,Flying Machine Men Green Cap
45309,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt
33938,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Clima White T-shirt
24828,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Jealous 21 Women Green Printed T-Shirt
3267,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Guerrilla Men's Rider Green T-shirt
10374,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green T-shirt
44856,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Foundation Polo T-shirt
11908,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Formal,Franco Leone Men Casual Brown Sandals
33817,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,Van Heusen Men Travelite Pleated Navy Blue Trousers
11180,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Carrera Men White Dial Watch
46414,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,ADIDAS Men Black Trousers
55787,Women,Apparel,Loungewear and Nightwear,Nightdress,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Nightdress
47151,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Gini and Jony Kids Girls Black Capris
11933,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Skechers Women Sports Grey Sports Shoes
16391,Men,Apparel,Bottomwear,Trousers,Black,Spring,2013.0,Formal,Peter England Men Solid Black Trouser
45985,Women,Apparel,Saree,Sarees,White,Summer,2012.0,Ethnic,Fabindia White Hand Printed Sari
27954,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey Men Pack of 5 Black Briefs SP 02
55030,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Lakme Absolute Matte Milan Red Lipstick 48
5316,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men's Brown Formal Shoe
11174,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Scullers Men Stripes Green Sweaters
58185,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Rocky S Women Purple Handbag
54031,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Kiara Women Red Handbag
46046,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Gold Earrings
33338,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Shoes
6677,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Street Pana II Black White Shoe
22584,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011.0,Sports,Nike Men Solid Grey Shorts
13123,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Lee Cooper Men Brown Formal Shoes
46946,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,York Women Betty Perfume
52558,Women,Accessories,Bags,Clutches,Purple,Summer,2012.0,Casual,Mod'acc Women Purple Coin Purse
33485,Women,Accessories,Belts,Belts,Grey,Summer,2012.0,Casual,Baggit Women Charmy Judo Grey Belt
40983,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys United White T-shirt
27372,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Tantra Men Blood Test Green T-shirt
23305,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,W Women Green Printed Kurta
33094,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats
37861,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Hidekraft Women Black Clutch
54144,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
13652,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS White  Snova Sequence 4M Sports Shoe
38299,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Reid & Taylor Men Brown Wallet
55879,Women,Personal Care,Nails,Nail Polish,Green,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 60
25648,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Unisex Black Casual Watch
6518,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Nike Unisex Total 90 Stri Backpack
56226,Men,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & Grey Pyjama Set
34794,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat
35016,Women,Accessories,Stoles,Stoles,Red,Summer,2012.0,Casual,Fabindia Women Cream Printed Stole
37289,Women,Accessories,Watches,Watches,Steel,Summer,2017.0,Casual,Casio Enticer Women Silver Analogue Watches (A380) LTP-2069D-7A2VDF
2915,Women,Apparel,Topwear,Tops,White,Fall,2010.0,Casual,DUSG Women Bandhavgarh Organic Aqua Top
59858,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Olay Women Natural White Healthy Fairness Day Lotion SPF 24
21151,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,S.Oliver Men Blue Sweater
47337,Women,Accessories,Bags,Handbags,Olive,Fall,2012.0,Casual,Baggit Women Olive Green Bag
27911,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Scullers For Her Women Black Trousers
48916,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant
43624,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Vero Moda Women White Top
48216,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses
14491,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes
48568,Women,Accessories,Jewellery,Bracelet,Black,Summer,2013.0,Casual,Lucera Women Black & Silver Bracelet
11725,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Lee Men Printed Orange Tshirts
39591,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Wedges
34844,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,ADIDAS Men Adizero Black Sandals
6560,Unisex,Accessories,Bags,Backpacks,Black,Winter,2012.0,Casual,Nike Unisex All Access SO Black Backpack
11055,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirt
22625,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Sports,Nike Men Solid Black Sweater
58024,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Casual,Rreverie Golden & Turquoise Blue Earrings
23150,Women,Apparel,Topwear,Jackets,Purple,Fall,2011.0,Casual,Quechua Women  Fleece Purple Jacket
43625,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Vero Moda Women Black Printed Shift Dress
7532,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Encourage Blue T-shirt
13039,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Inc 5 Women Casual White Flats
36061,Unisex,Accessories,Bags,Duffel Bag,Beige,Summer,2012.0,Casual,OTLS Unisex Beige Duffle Bag
3487,Women,Footwear,Shoes,Flats,Black,Fall,2010.0,Casual,ADIDAS Women Spry Black Red Sandal
59129,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Jacket
19244,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Printed Green T-shirt
56549,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Streetwear Stay On Longwear Garnet Lip Liner 04
46392,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Printed T-shirt
23750,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Ray-Ban Unisex High Street Purple Sunglasses
28091,Men,Apparel,Innerwear,Trunk,White,Summer,2016.0,Casual,Jockey GOLDEDN Men White Trunks 4013
26610,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Osuran White Sports Shoes
50936,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Parx Men Black Innerwear Vests
57289,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Blue & Brown Shirt
13570,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Racer Back Black Innerwear Vests
17283,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Brown Polo Tshirt
17987,Men,Accessories,Belts,Belts,Beige,Fall,2011.0,Formal,Reid & Taylor Men Beige Belt
41312,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast Pink Capris
7045,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Numero Uno Men's Olive Brown Shoe
52954,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Sari
49131,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,Casual,Deborah 7 Days Long Nail Polish 828
19372,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Redtape Men Brown Formal Shoes
14878,Women,Accessories,Bags,Handbags,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Handbags
9857,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirts
7774,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Converse Men's Pormn Team Blue Canvas Shoe
48227,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses
52906,Women,Apparel,Saree,Sarees,Green,Summer,2012.0,Ethnic,FNF Printed Green Sari
57311,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Amante Black Full-Coverage Bra BCFN02
37740,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,John Players Men Check Navy Blue Shirt
3787,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Basics Men Black & Blue Striped Polo T-shirt
4389,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Free Authority Men's Music Space Black T-shirt
35996,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Ben 10 Boys Crew Yellow T-shirt
20163,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Men Easter Bright Purple Shirt
58280,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Handbag
44691,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Wills Lifestyle Women Yellow Top
9126,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Cell Varex SL Black Sports Shoes
28978,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012.0,Ethnic,Biba Women White Churidar Kurta with Dupatta
47328,Women,Accessories,Bags,Mobile Pouch,Grey,Summer,2012.0,Casual,Baggit Women Grey Doodle Jhuti Mobile Pouch
23258,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Attivo Women Steel Dial Watch
18985,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Men ST FB Track Top White Jacket
3697,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Women Cool Pink Long T-shirt
20207,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Wrangler Women Ann Green Sweatshirt
1164,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015.0,Sports,Nike Men Blue T20 Indian Cricket Jersey
24443,Men,Accessories,Socks,Socks,Grey,Summer,2013.0,Sports,Fila Men Grey Socks
17682,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Closed Blue Casual Shoe
23769,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Oakley Women Brown Unfaithful Sunglasses
6457,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Lotto Women's Flora Blue Flip Flop
3941,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Jealous 21 Green Bee Mine T-shirt
26209,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Perry Ellis Women Reserve Perfume
54722,Women,Apparel,Apparel Set,Kurta Sets,Yellow,Fall,2012.0,Ethnic,Shree Women Yellow & Red Printed Salwar Suit with Dupatta
16011,Men,Accessories,Scarves,Scarves,Black,Fall,2011.0,Casual,Turtle Check Men Black Scarf
13192,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Men Eco ortholite Blue Casual Shoes
57699,Women,Personal Care,Skin,Face Scrub and Exfoliator,Cream,Spring,2017.0,Casual,Lotus Herbals Quince Seed Massage Cream
24495,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011.0,Ethnic,Mother Earth Women Magenta Printed Kurta
51513,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Sliver-Toned Dial Watch NA3039sl01
13793,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Mens Solid Blue Polo Tshirt
17382,Men,Accessories,Mufflers,Mufflers,Multi,Fall,2011.0,Casual,Reid & Taylor Men Check Multi Muffler
2657,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Big Casual Peach Bag
57058,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Elle Women Multi Coloured Dress
8805,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Scul White Black Shirt
58539,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Men Sunglasses
26853,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017.0,Casual,Calvin Klein Men Eternity Perfume
9242,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Mark Taylor Men Solid Pink Shirts
39127,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2012.0,Casual,Aneri Women Dusky Pink Leggings
39664,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes
14159,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
28516,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Home Red Jersey
15152,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Arrow Sport Men Check Black Shirts
12509,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Casual Shoes
51497,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Denizen Women Navy Blue Jeans
20280,Women,Footwear,Shoes,Heels,Green,Winter,2015.0,Casual,Catwalk Women Casual Green Flats
59681,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012.0,Casual,Avirate Grey Hi-Leg Brief
59400,Women,Apparel,Topwear,Tops,Grey,Summer,2010.0,Casual,Tokyo Talkies Women Grey Top
11939,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Ganuchi Men Casual Brown Sandals
20445,Unisex,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Disney Kids-Unisex White Shoes
29384,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Striped Maroon Shirt
45037,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Attivo Men White Dial Watch
45687,Men,Personal Care,Fragrance,Perfume and Body Mist,Unknown,Spring,2017.0,General,
36485,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Newport Black Shoes
21791,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Casual,Fossil Men Morgan Brown Belt
32421,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,ADIDAS Men Printed Yellow T-shirt
41844,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Skechers Men Black Shoes
23643,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Grey Printed T-shirt
34892,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured Bag
14683,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Basics Men Stripes Navy Blue Polo Tshirts
28714,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Printed White Kurta
52494,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,Casual,Red Rose Women Pink Bath Robe
17426,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Edifice Men White Dial Watch ED309
43202,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Grey Dial Watch
41845,Unisex,Accessories,Bags,Backpacks,Black,Summer,2010.0,Casual,ADIDAS Unisex Black Backpack
16228,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Puma Men Logo Crew  Grey SweatShirt
5849,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Puma Men's Summer Graphic White Black T-shirt
17683,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Ballerina Black Casual Shoe
4829,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,ADIDAS Men's Black White Track Pant
47269,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,FCUK Underwear Men Black Brief
42229,Women,Apparel,Topwear,Tunics,Green,Summer,2012.0,Casual,Sepia Women Green Tunic
46616,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Wedges
53636,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men Black Shoes
21116,Women,Apparel,Topwear,Tops,Lavender,Fall,2011.0,Casual,s.Oliver Women Faded Lilac Top
34073,Women,Footwear,Shoes,Heels,Black,Summer,2013.0,Casual,Clarks Women Birds Feather Leather Black Shoes
6986,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,s.Oliver Women's Department Refined Red T-shirt
21464,Women,Apparel,Topwear,Sweaters,Grey,Winter,2012.0,Casual,Roxy Women Grey Sweater
